brand,model,modification,cylinders,powerHp,engineVolume,transmissionType,transmissionSpeeds,baseCityNorm,baseHighwayNorm,fuelType,vehicleType,baseCombinedNorm,testCycle,normSource,sourceRef,publicTime,energyType,driveType,aliasCn,brandCn,region,phaseLow,phaseMid,phaseHigh,phaseExtra,electricKwh,co2,drivingRange,mass
KIA,Forte,Mid-size,4,,1.6,AMT,7,8.7,6.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte,Mid-size,4,,2.0,AT,0,8.2,6.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte,Mid-size,4,,1.6,AMT,7,8.7,6.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte,Mid-size,4,,2.0,AT,0,8.2,6.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte (GDI),Mid-size,4,,2.0,AT,6,9.4,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte (GDI),Mid-size,4,,2.0,AT,6,9.4,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte (MPI),Mid-size,4,,2.0,AT,6,7.9,6.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte (MPI),Mid-size,4,,2.0,AT,6,8.0,6.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,1.6,AT,6,11.1,8.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,1.6,MT,6,11.1,8.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,AT,6,9.5,7.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,MT,6,9.7,6.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,1.6,AT,6,11.1,8.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,1.6,MT,6,11.1,8.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,AT,6,9.5,7.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,MT,6,9.7,6.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,1.6,AMT,7,9.4,7.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,AT,6,9.7,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,MT,6,9.8,7.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,1.6,AMT,7,9.4,7.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,AT,6,9.4,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,MT,6,9.8,7.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,1.6,AMT,7,8.9,6.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,AT,0,8.0,6.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,1.6,AMT,7,8.9,6.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,1.6,MT,6,9.9,7.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,AT,0,8.0,6.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,1.6,AMT,7,8.9,6.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,AT,0,8.0,6.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,1.6,AMT,7,8.9,6.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,AT,0,8.6,6.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,1.6,AMT,7,8.9,6.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte 5,Full-size,4,,2.0,AT,0,8.6,6.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte Koup,Compact,4,,1.6,AT,6,10.6,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte Koup,Compact,4,,1.6,MT,6,10.8,8.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte Koup,Compact,4,,2.0,AT,6,9.7,7.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte Koup,Compact,4,,2.0,MT,6,10.0,7.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte Koup,Compact,4,,1.6,AT,6,10.6,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte Koup,Compact,4,,1.6,MT,6,10.8,8.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte Koup,Compact,4,,2.0,AT,6,9.7,7.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte Koup,Compact,4,,2.0,MT,6,10.0,7.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte Koup,Compact,4,,1.6,AMT,7,9.6,7.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte Koup,Compact,4,,1.6,MT,6,10.1,8.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte Koup,Compact,4,,2.0,AT,6,9.6,7.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Forte Koup,Compact,4,,2.0,MT,6,9.9,7.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K5,Full-size,4,,2.5,AMT,8,9.9,7.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K5,Full-size,4,,2.5,AMT,8,9.9,7.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K5,Full-size,4,,2.5,AMT,8,9.9,7.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K5,Full-size,4,,2.5,AMT,8,9.9,7.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K5 AWD,Full-size,4,,1.6,AT,8,9.2,6.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K5 AWD,Full-size,4,,1.6,AT,8,9.2,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K5 AWD,Full-size,4,,1.6,AT,8,9.3,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K5 AWD,Full-size,4,,1.6,AT,8,9.3,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K900,Full-size,6,,3.8,AT,8,13.3,8.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K900,Full-size,8,,5.0,AT,8,15.7,10.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K900,Full-size,6,,3.8,AT,8,13.9,9.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K900,Full-size,8,,5.0,AT,8,15.6,10.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K900,Full-size,6,,3.8,AT,8,13.8,9.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K900,Full-size,8,,5.0,AT,8,15.6,10.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K900,Full-size,6,,3.8,AT,8,13.8,9.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,K900,Full-size,8,,5.0,AT,8,15.6,10.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro,Station wagon: Small,4,,1.6,AMT,6,4.6,5.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro,Station wagon: Small,4,,1.6,AMT,6,4.6,5.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro,Station wagon: Small,4,,1.6,AMT,6,4.6,5.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro,Station wagon: Small,4,,1.6,AMT,6,4.6,5.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro,Station wagon: Small,4,,1.6,AMT,6,4.4,4.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro,Station wagon: Small,4,,1.6,AMT,6,4.4,4.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro,Station wagon: Small,4,,1.6,AMT,6,4.5,5.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro,Sport utility vehicle: Small,4,,1.6,AMT,6,4.5,5.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro FE,Station wagon: Small,4,,1.6,AMT,6,4.5,4.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro FE,Station wagon: Small,4,,1.6,AMT,6,4.5,4.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro FE,Station wagon: Small,4,,1.6,AMT,6,4.5,4.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro FE,Station wagon: Small,4,,1.6,AMT,6,4.5,4.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro FE,Station wagon: Small,4,,1.6,AMT,6,4.4,4.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro FE,Station wagon: Small,4,,1.6,AMT,6,4.4,4.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro FE,Station wagon: Small,4,,1.6,AMT,6,4.5,4.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro FE,Sport utility vehicle: Small,4,,1.6,AMT,6,4.5,4.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro Touring,Station wagon: Small,4,,1.6,AMT,6,5.1,5.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro Touring,Station wagon: Small,4,,1.6,AMT,6,5.1,5.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro Touring,Station wagon: Small,4,,1.6,AMT,6,5.1,5.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro Touring,Station wagon: Small,4,,1.6,AMT,6,5.1,5.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro Touring,Station wagon: Small,4,,1.6,AMT,6,5.0,5.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Niro Touring,Station wagon: Small,4,,1.6,AMT,6,5.0,5.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima,Mid-size,4,,2.0,AT,6,11.7,7.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima,Mid-size,4,,2.4,AT,6,10.2,6.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima,Full-size,4,,1.6,AMT,7,8.4,6.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima,Full-size,4,,2.0,AT,6,10.9,7.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima,Full-size,4,,2.4,AT,6,9.4,6.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima,Full-size,4,,2.4,AT,6,9.6,6.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima,Full-size,4,,2.0,AT,6,10.9,7.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima,Full-size,4,,2.4,AT,6,9.6,6.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima,Full-size,4,,2.0,AT,6,11.2,7.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima,Full-size,4,,2.4,AT,6,9.5,7.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima,Full-size,4,,2.4,AT,6,9.5,7.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima FE,Full-size,4,,2.4,AT,6,9.3,6.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima FE,Full-size,4,,2.4,AT,6,9.3,6.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima Hybrid,Mid-size,4,,2.4,AT,6,6.6,5.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima Hybrid,Mid-size,4,,2.4,AMT,6,6.6,5.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima Hybrid,Mid-size,4,,2.0,AT,6,6.0,5.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima Hybrid,Mid-size,4,,2.0,AMT,6,6.0,5.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima Hybrid,Mid-size,4,,2.0,AMT,6,6.1,5.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima Hybrid,Mid-size,4,,2.0,AMT,6,5.9,5.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima Hybrid EX,Mid-size,4,,2.4,AT,6,6.7,6.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima Hybrid EX,Mid-size,4,,2.4,AMT,6,6.7,6.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Optima Turbo,Full-size,4,,2.0,AT,6,10.9,7.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,AT,6,8.8,6.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,MT,6,8.7,6.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,AT,6,8.7,6.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,MT,6,8.8,6.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,AT,6,8.8,6.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,MT,6,8.8,6.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,AT,6,8.5,6.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,MT,6,8.3,6.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,AT,6,8.5,6.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,MT,6,8.3,6.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,AT,0,7.2,5.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,MT,6,7.7,6.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,AT,1,7.2,6.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,MT,6,7.7,6.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,AT,1,7.2,6.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,MT,6,7.7,6.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,AT,1,7.2,6.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio,Compact,4,,1.6,MT,6,7.7,6.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio Eco,Compact,4,,1.6,AT,6,8.5,6.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rio Eco,Compact,4,,1.6,AT,6,8.5,6.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rondo,Station wagon: Mid-size,4,,2.0,AT,6,10.6,7.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rondo,Station wagon: Mid-size,4,,2.0,MT,6,10.8,7.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rondo,Station wagon: Mid-size,4,,2.0,AT,6,10.1,7.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rondo,Station wagon: Mid-size,4,,2.0,MT,6,10.4,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Rondo,Station wagon: Mid-size,4,,2.0,AT,6,9.9,7.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Seltos,Sport utility vehicle: Small,4,,2.0,AT,8,8.2,7.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Seltos,Sport utility vehicle: Small,4,,2.0,AT,8,8.2,7.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Seltos,Sport utility vehicle: Small,4,,2.0,AT,8,8.2,7.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Seltos,Sport utility vehicle: Small,4,,2.0,AT,8,8.3,6.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Seltos AWD,Sport utility vehicle: Small,4,,1.6,AMT,7,9.4,7.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Seltos AWD,Sport utility vehicle: Small,4,,2.0,AT,8,8.8,7.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Seltos AWD,Sport utility vehicle: Small,4,,1.6,AMT,7,9.4,7.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Seltos AWD,Sport utility vehicle: Small,4,,2.0,AT,8,8.8,7.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Seltos AWD,Sport utility vehicle: Small,4,,1.6,AMT,7,9.4,7.9,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Seltos AWD,Sport utility vehicle: Small,4,,2.0,AT,8,8.8,7.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Seltos AWD,Sport utility vehicle: Small,4,,1.6,AT,8,9.4,8.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Seltos AWD,Sport utility vehicle: Small,4,,2.0,AT,8,8.8,7.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento,Sport utility vehicle: Small,4,,2.4,AT,6,11.8,8.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento,Sport utility vehicle: Small,6,,3.3,AT,6,12.7,9.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento,Sport utility vehicle: Small,4,,2.0,AT,6,11.7,8.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento,Sport utility vehicle: Small,4,,2.4,AT,6,11.1,8.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento,Sport utility vehicle: Small,4,,2.4,AT,6,11.2,8.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento,Sport utility vehicle: Small,4,,2.4,AT,6,11.2,8.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento,Sport utility vehicle: Small,4,,2.4,AT,6,10.7,8.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.4,AT,6,12.2,9.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,6,,3.3,AT,6,13.4,10.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.0,AT,6,12.3,9.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.4,AT,6,11.4,9.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,6,,3.3,AT,6,13.4,9.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.0,AT,6,12.3,9.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.4,AT,6,11.5,9.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,6,,3.3,AT,6,14.0,10.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.0,AT,6,12.3,9.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.4,AT,6,11.5,9.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,6,,3.3,AT,6,14.0,10.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.4,AT,6,11.2,9.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,6,,3.3,AT,8,12.5,9.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.4,AT,6,11.2,9.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,6,,3.3,AT,8,12.3,9.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.5,AMT,8,11.1,8.4,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.5,AT,8,10.1,9.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.5,AMT,8,10.9,8.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.5,AT,8,10.1,9.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.5,AMT,8,10.9,8.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.5,AT,8,10.1,9.2,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.5,AMT,8,11.5,8.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD,Sport utility vehicle: Small,4,,2.5,AT,8,10.2,8.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD FE,Sport utility vehicle: Small,6,,3.3,AT,6,13.2,9.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento AWD FE,Sport utility vehicle: Small,6,,3.3,AT,6,13.2,9.3,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento Hybrid AWD,Sport utility vehicle: Small,4,,1.6,AMT,6,6.4,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento Hybrid AWD,Sport utility vehicle: Small,4,,1.6,AMT,6,6.4,7.0,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Sorento Hybrid AWD,Sport utility vehicle: Small,4,,1.6,AMT,6,6.5,7.1,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,1.6,AT,6,9.8,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,1.6,MT,6,9.9,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,2.0,AT,6,10.1,7.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,1.6,AT,6,9.8,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,1.6,MT,6,9.9,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,2.0,AT,6,9.8,7.5,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,1.6,AT,6,9.4,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,1.6,MT,6,9.7,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,2.0,AT,6,9.5,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,1.6,AMT,7,9.1,7.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,1.6,AT,6,9.4,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,2.0,AT,6,9.5,7.8,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,1.6,AMT,7,9.1,7.7,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
KIA,Soul,Station wagon: Small,4,,1.6,AT,6,9.0,7.6,Б,Passenger Car,,,FuelMaster,,,,,,,,,,,,,,,
